timestamp,O_w_BLO_Axis_Ctrl,I_w_BLO_Weg,O_w_BLO_energy,O_w_BLO_current,O_w_BLO_power,O_w_BLO_voltage,O_w_BHL_Axis_Ctrl,I_w_BHL_Weg,O_w_BHL_energy,O_w_BHL_current,O_w_BHL_power,O_w_BHL_voltage,O_w_BHR_Axis_Ctrl,I_w_BHR_Weg,O_w_BHR_energy,O_w_BHR_current,O_w_BHR_power,O_w_BHR_voltage,O_w_BRU_Axis_Ctrl,I_w_BRU_Weg,O_w_BRU_energy,O_w_BRU_current,O_w_BRU_power,O_w_BRU_voltage,O_w_HAR_Ctrl,I_w_HR_Weg,O_w_HR_energy,O_w_HR_current,O_w_HR_power,O_w_HR_voltage,O_w_HAL_Ctrl,I_w_HL_Weg,O_w_HL_energy,O_w_HL_current,O_w_HL_power,O_w_HL_voltage,O_i_energie_gesamt
63601502742.261,0,-106,0,0,0,0,0,0,0,0,0,0,3,4,360,427,15192,38,3,366,25598,409,22220,55,2048,0,52046,1669,12160,26,2048,0,51772,1744,9088,26,0
63601502742.334,0,-106,0,0,0,0,0,0,0,0,0,0,3,4,360,427,15192,38,3,366,25598,409,22220,55,2048,0,52046,1669,12160,26,2048,0,51772,1744,9088,26,0
63601502742.381,0,-106,0,0,0,0,0,0,0,0,0,0,3,79,5387,353,19250,54,3,445,30127,318,17160,54,2048,0,61919,1702,13321,27,2048,0,61342,1744,12212,26,0
63601502742.425,0,-106,0,0,0,0,0,0,0,0,0,0,3,79,5387,353,19250,54,3,445,30127,318,17160,54,2048,0,61919,1702,13321,27,2048,0,61342,1744,12212,26,0
63601502742.481,0,-106,0,0,0,0,0,0,0,0,0,0,3,79,5387,353,19250,54,3,445,30127,318,17160,54,2048,0,61919,1702,13321,27,2048,0,61342,1744,12212,26,0
63601502742.583,0,-106,0,0,0,0,0,0,0,0,0,0,3,158,9970,361,20552,56,3,523,34661,415,22792,56,2048,0,72277,1758,14698,27,2048,0,71216,1730,12212,26,0
63601502742.632,0,-106,0,0,0,0,0,0,0,0,0,0,3,158,9970,361,20552,56,3,523,34661,415,22792,56,2048,0,72277,1758,14698,27,2048,0,71216,1730,12212,26,0
63601502742.689,0,-106,0,0,0,0,0,0,0,0,0,0,3,158,9970,361,20552,56,3,523,34661,415,22792,56,2048,0,72277,1758,14698,27,2048,0,71216,1730,12212,26,0
63601502742.737,0,-106,0,1,0,0,0,0,0,0,0,0,3,235,14480,378,21560,56,0,578,36930,111,999,9,2048,0,82915,1795,15697,27,2048,0,80673,1730,8392,26,0
63601502742.789,0,-106,0,1,0,0,0,0,0,0,0,0,3,235,14480,378,21560,56,0,578,36930,111,999,9,2048,0,82915,1795,15697,27,2048,0,80673,1730,8392,26,0
63601502742.834,0,-106,0,1,0,0,0,0,0,0,0,0,3,235,14480,378,21560,56,0,578,36930,111,999,9,2048,0,82915,1795,15697,27,2048,0,80673,1730,8392,26,0
63601502742.942,0,-106,0,1,0,0,0,0,0,0,0,0,3,235,14480,378,21560,56,0,578,36930,111,999,9,2048,0,82915,1795,15697,27,2048,0,80673,1730,8392,26,0
63601502742.997,0,-106,0,1,0,0,0,0,0,0,0,0,3,235,14480,378,21560,56,0,578,36930,111,999,9,2048,0,82915,1795,15697,27,2048,0,80673,1730,8392,26,0
63601502743.047,0,-106,0,0,0,0,0,0,0,0,0,0,3,315,19057,366,20216,56,0,579,36947,76,0,0,2048,0,94365,1841,20447,29,2048,0,90231,1730,8392,26,0
63601502743.095,0,-106,0,0,0,0,0,0,0,0,0,0,3,315,19057,366,20216,56,0,579,36947,76,0,0,2048,0,94365,1841,20447,29,2048,0,90231,1730,8392,26,0
63601502743.2,0,-106,0,0,0,0,0,0,0,0,0,0,3,315,19057,366,20216,56,0,579,36947,76,0,0,2048,0,94365,1841,20447,29,2048,0,90231,1730,8392,26,0
63601502743.244,0,-106,0,0,0,0,0,0,0,0,0,0,0,384,22685,168,4563,25,0,579,36947,58,0,0,6144,-36,157554,3557,29472,210,6144,-38,144868,3379,16813,203,0
63601502743.301,0,-106,0,0,0,0,0,0,0,0,0,0,0,384,22685,168,4563,25,0,579,36947,58,0,0,6144,-36,157554,3557,29472,210,6144,-38,144868,3379,16813,203,0
63601502743.353,0,-106,0,0,0,0,0,0,0,0,0,0,0,384,22685,168,4563,25,0,579,36947,58,0,0,6144,-36,157554,3557,29472,210,6144,-38,144868,3379,16813,203,0
63601502743.455,0,-106,0,0,0,0,0,0,0,0,0,0,0,384,22685,168,4563,25,0,579,36947,58,0,0,6144,-36,157554,3557,29472,210,6144,-38,144868,3379,16813,203,0
63601502743.51,0,-106,0,0,0,0,0,0,0,0,0,0,0,390,22850,135,135,1,0,579,36947,43,0,0,6144,-325,524913,4763,16471,527,6144,-331,474793,4092,32115,535,0
63601502743.565,0,-106,0,0,0,0,0,0,0,0,0,0,0,390,22850,135,135,1,0,579,36947,43,0,0,6144,-325,524913,4763,16471,527,6144,-331,474793,4092,32115,535,0
63601502743.616,0,-106,0,0,0,0,0,0,0,0,0,0,0,390,22850,135,135,1,0,579,36947,43,0,0,6144,-325,524913,4763,16471,527,6144,-331,474793,4092,32115,535,0
63601502743.66,0,-106,0,0,0,0,0,0,0,0,0,0,0,390,22863,36,0,0,0,579,36947,28,0,0,6144,-713,752512,1363,32742,280,6144,-718,688875,1286,17272,280,0
63601502743.773,0,-106,0,0,0,0,0,0,0,0,0,0,0,390,22863,36,0,0,0,579,36947,28,0,0,6144,-713,752512,1363,32742,280,6144,-718,688875,1286,17272,280,0
63601502743.828,0,-106,0,0,0,0,0,0,0,0,0,0,0,390,22863,36,0,0,0,579,36947,28,0,0,6144,-713,752512,1363,32742,280,6144,-718,688875,1286,17272,280,0
63601502743.872,0,-106,0,0,0,0,0,0,0,0,0,0,0,390,22863,36,0,0,0,579,36947,28,0,0,6144,-713,752512,1363,32742,280,6144,-718,688875,1286,17272,280,0
63601502743.928,0,-106,0,0,0,0,0,0,0,0,0,0,0,390,22863,0,0,0,0,579,36947,17,0,0,6144,-832,793897,1557,4336,24,6144,-832,728143,1487,5972,23,0
63601502743.983,0,-106,0,0,0,0,0,0,0,0,0,0,0,390,22863,0,0,0,0,579,36947,17,0,0,6144,-832,793897,1557,4336,24,6144,-832,728143,1487,5972,23,0
63601502744.032,0,-106,0,0,0,0,0,0,0,0,0,0,0,390,22863,0,0,0,0,579,36947,17,0,0,6144,-832,793897,1557,4336,24,6144,-832,728143,1487,5972,23,0
63601502744.109,0,-106,0,0,0,0,0,0,0,0,0,0,3,35,26418,388,22330,57,0,579,36947,9,0,0,2048,-833,806923,1961,24101,29,2048,-833,739994,1889,21868,29,0
63601502744.201,0,-106,0,0,0,0,0,0,0,0,0,0,3,35,26418,388,22330,57,0,579,36947,9,0,0,2048,-833,806923,1961,24101,29,2048,-833,739994,1889,21868,29,0
63601502744.256,0,-106,0,0,0,0,0,0,0,0,0,0,3,35,26418,388,22330,57,0,579,36947,9,0,0,2048,-833,806923,1961,24101,29,2048,-833,739994,1889,21868,29,0
63601502744.315,0,-106,0,0,0,0,0,0,0,0,0,0,3,113,31331,384,21774,57,0,579,36947,6,0,0,2048,-833,818717,1830,16642,27,2048,-833,751784,1861,21201,29,0
63601502744.362,0,-106,0,0,0,0,0,0,0,0,0,0,3,113,31331,384,21774,57,0,579,36947,6,0,0,2048,-833,818717,1830,16642,27,2048,-833,751784,1861,21201,29,0
63601502744.417,0,-106,0,0,0,0,0,0,0,0,0,0,3,113,31331,384,21774,57,0,579,36947,6,0,0,2048,-833,818717,1830,16642,27,2048,-833,751784,1861,21201,29,0
63601502744.485,0,-106,0,0,0,0,0,0,0,0,0,0,3,113,31331,384,21774,57,0,579,36947,6,0,0,2048,-833,818717,1830,16642,27,2048,-833,751784,1861,21201,29,0
63601502744.53,0,-106,0,0,0,0,0,0,0,0,0,0,3,189,36262,350,18900,54,0,579,36947,2,0,0,2048,-833,828927,1725,12368,27,2048,-833,762886,1825,20157,29,0
63601502744.641,0,-106,0,0,0,0,0,0,0,0,0,0,3,189,36262,350,18900,54,0,579,36947,2,0,0,2048,-833,828927,1725,12368,27,2048,-833,762886,1825,20157,29,0
63601502744.687,0,-106,0,0,0,0,0,0,0,0,0,0,3,189,36262,350,18900,54,0,579,36947,2,0,0,2048,-833,828927,1725,12368,27,2048,-833,762886,1825,20157,29,0
63601502744.743,0,-106,0,0,0,0,3,6,453,439,17640,41,3,267,40370,405,22680,56,0,579,36947,1,0,0,2048,-833,838706,1664,10496,26,2048,-833,773957,1790,15562,29,0
63601502744.779,0,-106,0,0,0,0,3,6,453,439,17640,41,3,267,40370,405,22680,56,0,579,36947,1,0,0,2048,-833,838706,1664,10496,26,2048,-833,773957,1790,15562,29,0
63601502744.892,0,-106,0,0,0,0,3,6,453,439,17640,41,3,267,40370,405,22680,56,0,579,36947,1,0,0,2048,-833,838706,1664,10496,26,2048,-833,773957,1790,15562,29,0
63601502744.947,0,-106,0,0,0,0,3,82,6052,399,22572,56,3,345,45041,383,20900,55,0,579,36947,0,0,0,2048,-833,848243,1659,10366,26,2048,-833,784858,1774,18446,27,0
63601502745.007,0,-106,0,0,0,0,3,82,6052,399,22572,56,3,345,45041,383,20900,55,0,579,36947,0,0,0,2048,-833,848243,1659,10366,26,2048,-833,784858,1774,18446,27,0
63601502745.053,0,-106,0,0,0,0,3,82,6052,399,22572,56,3,345,45041,383,20900,55,0,579,36947,0,0,0,2048,-833,848243,1659,10366,26,2048,-833,784858,1774,18446,27,0
63601502745.092,0,-106,0,0,0,0,3,82,6052,399,22572,56,3,345,45041,383,20900,55,0,579,36947,0,0,0,2048,-833,848243,1659,10366,26,2048,-833,784858,1774,18446,27,0
63601502745.219,0,-106,0,0,0,0,3,82,6052,399,22572,56,3,345,45041,383,20900,55,0,579,36947,0,0,0,2048,-833,848243,1659,10366,26,2048,-833,784858,1774,18446,27,0
63601502745.266,0,-106,0,0,0,0,3,161,11085,399,22515,57,3,425,49249,314,16014,52,0,579,36947,0,0,0,2048,-833,857787,1659,10236,26,2048,-833,795488,1761,14563,27,0
63601502745.322,0,-106,0,0,0,0,3,161,11085,399,22515,57,3,425,49249,314,16014,52,0,579,36947,0,0,0,2048,-833,857787,1659,10236,26,2048,-833,795488,1761,14563,27,0
63601502745.377,0,-106,0,0,0,0,3,161,11085,399,22515,57,3,425,49249,314,16014,52,0,579,36947,0,0,0,2048,-833,857787,1659,10236,26,2048,-833,795488,1761,14563,27,0
63601502745.423,0,-106,0,0,0,0,3,239,16907,422,23265,56,0,476,50964,121,1089,8,0,579,36947,0,0,0,2048,-833,867224,1651,10028,26,2048,-833,805906,1822,16075,27,0
63601502745.522,0,-106,0,0,0,0,3,239,16907,422,23265,56,0,476,50964,121,1089,8,0,579,36947,0,0,0,2048,-833,867224,1651,10028,26,2048,-833,805906,1822,16075,27,0
63601502745.586,0,-106,0,0,0,0,3,239,16907,422,23265,56,0,476,50964,121,1089,8,0,579,36947,0,0,0,2048,-833,867224,1651,10028,26,2048,-833,805906,1822,16075,27,0
63601502745.631,0,-106,0,1,0,0,3,317,22735,469,26961,58,0,477,51022,73,156,2,0,579,36947,0,0,0,2048,-833,876713,1634,9716,26,2048,-833,817483,1889,25791,29,0
63601502745.689,0,-106,0,1,0,0,3,317,22735,469,26961,58,0,477,51022,73,156,2,0,579,36947,0,0,0,2048,-833,876713,1634,9716,26,2048,-833,817483,1889,25791,29,0
63601502745.733,0,-106,0,1,0,0,3,317,22735,469,26961,58,0,477,51022,73,156,2,0,579,36947,0,0,0,2048,-833,876713,1634,9716,26,2048,-833,817483,1889,25791,29,0
63601502745.834,0,-106,0,1,0,0,3,317,22735,469,26961,58,0,477,51022,73,156,2,0,579,36947,0,0,0,2048,-833,876713,1634,9716,26,2048,-833,817483,1889,25791,29,0
63601502745.863,0,-106,0,0,0,0,3,397,28563,390,22401,56,0,477,51053,61,122,2,0,579,36947,0,0,0,2048,-833,886002,1611,9430,26,2048,-833,830050,1968,24884,29,0
63601502745.943,0,-106,0,0,0,0,3,397,28563,390,22401,56,0,477,51053,61,122,2,0,579,36947,0,0,0,2048,-833,886002,1611,9430,26,2048,-833,830050,1968,24884,29,0
63601502745.987,0,-106,0,0,0,0,3,397,28563,390,22401,56,0,477,51053,61,122,2,0,579,36947,0,0,0,2048,-833,886002,1611,9430,26,2048,-833,830050,1968,24884,29,0
63601502746.055,0,-106,0,0,0,0,3,475,33674,450,24750,56,0,477,51070,43,39,1,0,579,36947,0,0,0,2048,-833,895257,1602,8884,26,2048,-833,843563,2045,30472,31,0
63601502746.16,0,-106,0,0,0,0,3,475,33674,450,24750,56,0,477,51070,43,39,1,0,579,36947,0,0,0,2048,-833,895257,1602,8884,26,2048,-833,843563,2045,30472,31,0
63601502746.21,0,-106,0,0,0,0,3,475,33674,450,24750,56,0,477,51070,43,39,1,0,579,36947,0,0,0,2048,-833,895257,1602,8884,26,2048,-833,843563,2045,30472,31,0
63601502746.269,0,-106,0,0,0,0,3,475,33674,450,24750,56,0,477,51070,43,39,1,0,579,36947,0,0,0,2048,-833,895257,1602,8884,26,2048,-833,843563,2045,30472,31,0
63601502746.313,0,-106,0,0,0,0,3,475,33674,450,24750,56,0,477,51070,43,39,1,0,579,36947,0,0,0,2048,-833,895257,1602,8884,26,2048,-833,843563,2045,30472,31,0
63601502746.372,0,-106,0,0,0,0,3,556,39100,419,23800,56,0,477,51078,24,24,1,0,579,36947,0,0,0,2048,-833,904590,1592,8312,26,2048,-833,857827,2055,26972,29,0
63601502746.466,0,-106,0,0,0,0,3,556,39100,419,23800,56,0,477,51078,24,24,1,0,579,36947,0,0,0,2048,-833,904590,1592,8312,26,2048,-833,857827,2055,26972,29,0
63601502746.523,0,-106,0,0,0,0,3,556,39100,419,23800,56,0,477,51078,24,24,1,0,579,36947,0,0,0,2048,-833,904590,1592,8312,26,2048,-833,857827,2055,26972,29,0
63601502746.581,3,0,0,0,0,0,3,635,43942,318,17270,55,0,477,51082,15,15,1,0,579,36947,0,0,0,2048,-833,913439,1580,8052,24,2048,-833,871463,2045,30317,31,0
63601502746.63,3,0,0,0,0,0,3,635,43942,318,17270,55,0,477,51082,15,15,1,0,579,36947,0,0,0,2048,-833,913439,1580,8052,24,2048,-833,871463,2045,30317,31,0
63601502746.685,3,0,0,0,0,0,3,635,43942,318,17270,55,0,477,51082,15,15,1,0,579,36947,0,0,0,2048,-833,913439,1580,8052,24,2048,-833,871463,2045,30317,31,0
63601502746.753,3,15,1022,421,16419,40,3,712,48611,410,22330,56,0,477,51084,9,0,0,0,579,36947,0,0,0,2048,-833,922218,1570,7792,24,2048,-833,884991,2021,30007,31,0
63601502746.774,3,15,1022,421,16419,40,3,712,48611,410,22330,56,0,477,51084,9,0,0,0,579,36947,0,0,0,2048,-833,922218,1570,7792,24,2048,-833,884991,2021,30007,31,0
63601502746.846,3,15,1022,421,16419,40,3,712,48611,410,22330,56,0,477,51084,9,0,0,0,579,36947,0,0,0,2048,-833,922218,1570,7792,24,2048,-833,884991,2021,30007,31,0
63601502746.972,3,15,1022,421,16419,40,3,712,48611,410,22330,56,0,477,51084,9,0,0,0,579,36947,0,0,0,2048,-833,922218,1570,7792,24,2048,-833,884991,2021,30007,31,0
63601502747.021,3,87,6159,380,20466,54,3,792,53174,358,19768,55,0,477,51084,4,0,0,0,579,36947,0,0,0,2048,-833,930910,1560,4840,24,2048,-833,898475,2006,25406,29,0
63601502747.076,3,87,6159,380,20466,54,3,792,53174,358,19768,55,0,477,51084,4,0,0,0,579,36947,0,0,0,2048,-833,930910,1560,4840,24,2048,-833,898475,2006,25406,29,0
63601502747.136,3,87,6159,380,20466,54,3,792,53174,358,19768,55,0,477,51084,4,0,0,0,579,36947,0,0,0,2048,-833,930910,1560,4840,24,2048,-833,898475,2006,25406,29,0
63601502747.181,3,87,6159,380,20466,54,3,792,53174,358,19768,55,0,477,51084,4,0,0,0,579,36947,0,0,0,2048,-833,930910,1560,4840,24,2048,-833,898475,2006,25406,29,0
63601502747.232,3,165,10979,465,26912,57,0,866,56893,168,5177,31,0,477,51084,2,0,0,0,579,36947,0,0,0,2048,-833,939541,1549,7428,24,2048,-833,911403,1953,23869,29,0
63601502747.353,3,165,10979,465,26912,57,0,866,56893,168,5177,31,0,477,51084,2,0,0,0,579,36947,0,0,0,2048,-833,939541,1549,7428,24,2048,-833,911403,1953,23869,29,0
63601502747.397,3,165,10979,465,26912,57,0,866,56893,168,5177,31,0,477,51084,2,0,0,0,579,36947,0,0,0,2048,-833,939541,1549,7428,24,2048,-833,911403,1953,23869,29,0
63601502747.461,3,243,16870,476,27588,58,0,877,57092,92,88,0,0,477,51084,1,0,0,0,579,36947,0,0,0,2048,-833,947907,1546,4408,24,2048,-833,923440,1810,16102,27,0
63601502747.508,3,243,16870,476,27588,58,0,877,57092,92,88,0,0,477,51084,1,0,0,0,579,36947,0,0,0,2048,-833,947907,1546,4408,24,2048,-833,923440,1810,16102,27,0
63601502747.569,3,243,16870,476,27588,58,0,877,57092,92,88,0,0,477,51084,1,0,0,0,579,36947,0,0,0,2048,-833,947907,1546,4408,24,2048,-833,923440,1810,16102,27,0
63601502747.613,3,317,22610,449,25650,58,0,878,57100,83,77,0,0,477,51084,0,0,0,0,579,36947,1,0,0,2048,-833,955984,1539,7168,24,2048,-833,933226,1672,12241,27,0
63601502747.732,3,317,22610,449,25650,58,0,878,57100,83,77,0,0,477,51084,0,0,0,0,579,36947,1,0,0,2048,-833,955984,1539,7168,24,2048,-833,933226,1672,12241,27,0
63601502747.777,3,317,22610,449,25650,58,0,878,57100,83,77,0,0,477,51084,0,0,0,0,579,36947,1,0,0,2048,-833,955984,1539,7168,24,2048,-833,933226,1672,12241,27,0
63601502747.853,3,398,27770,362,19656,54,0,878,57102,60,0,0,0,477,51084,1,0,0,0,579,36947,2,0,0,2048,-833,964714,1536,4096,24,2048,-833,942606,1537,7038,26,0
63601502747.908,3,398,27770,362,19656,54,0,878,57102,60,0,0,0,477,51084,1,0,0,0,579,36947,2,0,0,2048,-833,964714,1536,4096,24,2048,-833,942606,1537,7038,26,0
63601502747.958,3,398,27770,362,19656,54,0,878,57102,60,0,0,0,477,51084,1,0,0,0,579,36947,2,0,0,2048,-833,964714,1536,4096,24,2048,-833,942606,1537,7038,26,0
63601502748.003,3,398,27770,362,19656,54,0,878,57102,60,0,0,0,477,51084,1,0,0,0,579,36947,2,0,0,2048,-833,964714,1536,4096,24,2048,-833,942606,1537,7038,26,0
63601502748.059,3,398,27770,362,19656,54,0,878,57102,60,0,0,0,477,51084,1,0,0,0,579,36947,2,0,0,2048,-833,964714,1536,4096,24,2048,-833,942606,1537,7038,26,0
63601502748.109,3,480,33160,369,20776,56,0,878,57102,43,0,0,0,477,51084,1,0,0,0,579,36947,1,0,0,2048,-833,973345,1526,4096,26,2048,-833,951394,1485,2872,24,0
63601502748.22,3,480,33160,369,20776,56,0,878,57102,43,0,0,0,477,51084,1,0,0,0,579,36947,1,0,0,2048,-833,973345,1526,4096,26,2048,-833,951394,1485,2872,24,0
63601502748.265,3,480,33160,369,20776,56,0,878,57102,43,0,0,0,477,51084,1,0,0,0,579,36947,1,0,0,2048,-833,973345,1526,4096,26,2048,-833,951394,1485,2872,24,0
63601502748.332,3,480,33160,369,20776,56,0,878,57102,43,0,0,0,477,51084,1,0,0,0,579,36947,1,0,0,2048,-833,973345,1526,4096,26,2048,-833,951394,1485,2872,24,0
63601502748.379,3,554,37427,350,15570,44,0,878,57102,28,0,0,0,477,51084,0,0,0,0,579,36947,1,0,0,2048,-833,981555,1536,4096,24,2048,-833,959766,1516,6232,26,0
63601502748.423,3,554,37427,350,15570,44,0,878,57102,28,0,0,0,477,51084,0,0,0,0,579,36947,1,0,0,2048,-833,981555,1536,4096,24,2048,-833,959766,1516,6232,26,0
63601502748.538,3,554,37427,350,15570,44,0,878,57102,28,0,0,0,477,51084,0,0,0,0,579,36947,1,0,0,2048,-833,981555,1536,4096,24,2048,-833,959766,1516,6232,26,0
63601502748.582,1,605,40117,184,5180,28,0,878,57102,20,0,0,0,477,51084,1,0,0,0,579,36947,1,0,0,2048,-833,989738,1536,7116,24,2048,-833,968230,1541,7168,26,0
63601502748.637,1,605,40117,184,5180,28,0,878,57102,20,0,0,0,477,51084,1,0,0,0,579,36947,1,0,0,2048,-833,989738,1536,7116,24,2048,-833,968230,1541,7168,26,0
63601502748.684,1,605,40117,184,5180,28,0,878,57102,20,0,0,0,477,51084,1,0,0,0,579,36947,1,0,0,2048,-833,989738,1536,7116,24,2048,-833,968230,1541,7168,26,0
63601502748.748,1,606,41187,442,18163,41,0,878,57102,12,0,0,0,477,51084,2,0,0,0,579,36947,1,0,0,2048,-833,997928,1536,4096,24,2048,-833,977040,1562,7844,26,0
63601502748.803,1,606,41187,442,18163,41,0,878,57102,12,0,0,0,477,51084,2,0,0,0,579,36947,1,0,0,2048,-833,997928,1536,4096,24,2048,-833,977040,1562,7844,26,0
63601502748.861,1,606,41187,442,18163,41,0,878,57102,12,0,0,0,477,51084,2,0,0,0,579,36947,1,0,0,2048,-833,997928,1536,4096,24,2048,-833,977040,1562,7844,26,0
63601502748.973,1,606,41187,442,18163,41,0,878,57102,12,0,0,0,477,51084,2,0,0,0,579,36947,1,0,0,2048,-833,997928,1536,4096,24,2048,-833,977040,1562,7844,26,0
63601502749.017,1,533,45864,353,19360,54,0,878,57102,12,0,0,0,477,51084,2,0,0,0,579,36947,2,0,0,2048,-833,1006216,1534,4096,26,2048,-833,986142,1600,8832,26,0
63601502749.068,1,533,45864,353,19360,54,0,878,57102,12,0,0,0,477,51084,2,0,0,0,579,36947,2,0,0,2048,-833,1006216,1534,4096,26,2048,-833,986142,1600,8832,26,0
63601502749.128,1,533,45864,353,19360,54,0,878,57102,12,0,0,0,477,51084,2,0,0,0,579,36947,2,0,0,2048,-833,1006216,1534,4096,26,2048,-833,986142,1600,8832,26,0
63601502749.184,1,533,45864,353,19360,54,0,878,57102,12,0,0,0,477,51084,2,0,0,0,579,36947,2,0,0,2048,-833,1006216,1534,4096,26,2048,-833,986142,1600,8832,26,0
63601502749.25,1,455,51029,400,23028,57,0,878,57102,7,0,0,0,477,51084,2,0,0,0,579,36947,3,0,0,2048,-833,1014461,1536,4096,24,2048,-833,995486,1626,9378,26,0
63601502749.301,1,455,51029,400,23028,57,0,878,57102,7,0,0,0,477,51084,2,0,0,0,579,36947,3,0,0,2048,-833,1014461,1536,4096,24,2048,-833,995486,1626,9378,26,0
63601502749.347,1,455,51029,400,23028,57,0,878,57102,7,0,0,0,477,51084,2,0,0,0,579,36947,3,0,0,2048,-833,1014461,1536,4096,24,2048,-833,995486,1626,9378,26,0
63601502749.472,1,377,55927,463,25520,55,0,878,57102,4,0,0,0,477,51084,2,0,0,0,579,36947,3,0,0,2048,-833,1022671,1536,4096,24,2048,-833,1004981,1643,11674,27,0
63601502749.527,1,377,55927,463,25520,55,0,878,57102,4,0,0,0,477,51084,2,0,0,0,579,36947,3,0,0,2048,-833,1022671,1536,4096,24,2048,-833,1004981,1643,11674,27,0
63601502749.571,1,377,55927,463,25520,55,0,878,57102,4,0,0,0,477,51084,2,0,0,0,579,36947,3,0,0,2048,-833,1022671,1536,4096,24,2048,-833,1004981,1643,11674,27,0
63601502749.627,1,299,61368,454,26274,58,0,878,57102,4,0,0,0,477,51084,2,0,0,0,579,36947,1,0,0,2048,-833,1031258,1534,4336,26,2048,-833,1014652,1662,10444,27,0
